datetime,inc_spy_return_z,batch_spy_return_z,inc_vix_z,batch_vix_z,inc_credit_z,batch_credit_z,inc_trend_factor,batch_trend_factor,inc_vol_factor,batch_vol_factor,inc_credit_factor,batch_credit_factor,inc_risk_context,batch_risk_context,inc_macro_state,batch_macro_state,risk_context_diff,state_match
2025-10-24 00:00:00+00:00,0.8000519183388703,0.7797941513218856,-0.7470501627756939,-0.7281344301830922,1.0171296901562061,0.9913753911951084,0.8000519183388703,0.7797941513218856,-0.7470501627756939,-0.7281344301830922,1.0171296901562061,0.9913753911951084,0.40685187606248246,0.39655015647804337,neutral,risk_on,0.010301719584439095,False
2025-10-10 00:00:00+00:00,-3.7457944087995716,-3.6509487760504644,3.954185185547463,3.854062980482475,2.196313360315927,2.1407014639748083,-3.7457944087995716,-3.6509487760504644,3.954185185547463,3.854062980482475,2.196313360315927,2.1407014639748083,3.2510364554548485,3.1687183738794085,risk_off,risk_off,0.08231808157544007,True
2025-04-04 00:00:00+00:00,-2.732514191033872,-2.6633253864279185,3.649967742918829,3.55754849554164,2.4465437032753776,2.3845958331414048,-2.732514191033872,-2.6633253864279185,3.649967742918829,3.55754849554164,2.4465437032753776,2.3845958331414048,3.1685981270614483,3.088367430581546,risk_off,risk_off,0.08023069647990244,True
2025-08-01 00:00:00+00:00,-3.010381780562965,-2.9341572114506964,3.293871951299624,3.210469250745579,2.1449805277930967,2.0906684078017683,-3.010381780562965,-2.9341572114506964,3.293871951299624,3.210469250745579,2.1449805277930967,2.0906684078017683,2.834315381897013,2.7625489135680548,risk_off,risk_off,0.07176646832895806,True
2025-10-16 00:00:00+00:00,-0.8494351427070529,-0.8279269645219087,3.062336195406689,2.984796111129443,2.3248883349841165,2.266020847573166,-0.8494351427070529,-0.8279269645219087,3.062336195406689,2.984796111129443,2.3248883349841165,2.266020847573166,2.76735705123766,2.6972860057069323,risk_off,risk_off,0.07007104553072763,True
2025-10-14 00:00:00+00:00,-0.18127012284825236,-0.176680260826017,2.396370756609388,2.3356932938587347,2.144165885770115,2.089874392975112,-0.18127012284825236,-0.176680260826017,2.396370756609388,2.3356932938587347,2.144165885770115,2.089874392975112,2.295488808273679,2.2373657335052854,risk_off,risk_off,0.0581230747683934,True
2025-04-03 00:00:00+00:00,-2.9132682469160005,-2.8395026473952396,2.4098752419426948,2.3488558379862208,1.7920451515468776,1.7466695548740683,-2.9132682469160005,-2.8395026473952396,2.4098752419426948,2.3488558379862208,1.7920451515468776,1.7466695548740683,2.162743205784368,2.1079813247413597,risk_off,risk_off,0.05476188104300839,True
2025-10-15 00:00:00+00:00,0.5008093700358763,0.4881285935693013,1.9410043268379216,1.891856999607448,1.7395032843225553,1.695458077440764,0.5008093700358763,0.4881285935693013,1.9410043268379216,1.891856999607448,1.7395032843225553,1.695458077440764,1.860403909831775,1.8132974307407743,risk_off,risk_off,0.04710647909100074,True
2025-10-13 00:00:00+00:00,1.8783212529346949,1.8307610965838348,1.7335496067927483,1.6896551503934738,1.919159134179687,1.8705649395805208,1.8783212529346949,1.8307610965838348,1.7335496067927483,1.6896551503934738,1.919159134179687,1.8705649395805208,1.8077934177475237,1.7620190660682926,risk_off,risk_off,0.04577435167923105,True
2025-11-18 00:00:00+00:00,-0.9241389195683737,-0.9007391995066882,3.0063671518769715,2.930244235433492,-1.1532194914484473,-1.124019321757226,-0.9241389195683737,-0.9007391995066882,3.0063671518769715,2.930244235433492,-1.1532194914484473,-1.124019321757226,1.8038202911261827,1.7581465412600952,risk_off,risk_off,0.04567374986608752,True
2025-04-07 00:00:00+00:00,0.16611380051192842,0.16190770514243882,2.87731260800447,2.8044574255945522,-0.6181103619538352,-0.6024594580359818,0.16611380051192842,0.16190770514243882,2.87731260800447,2.8044574255945522,-0.6181103619538352,-0.6024594580359818,1.726387564802682,1.6826744553567312,risk_off,risk_off,0.04371310944595086,True
2025-11-17 00:00:00+00:00,-1.1205666134599006,-1.0921932331052677,2.8532478645166126,2.7810020150210626,-1.2021050269244717,-1.1716670478293054,-1.1205666134599006,-1.0921932331052677,2.8532478645166126,2.7810020150210626,-1.2021050269244717,-1.1716670478293054,1.7119487187099676,1.6686012090126374,risk_off,risk_off,0.043347509697330144,True
2025-04-08 00:00:00+00:00,-0.5361100695668296,-0.5225354594249115,2.6809102393268973,2.6130280759611866,-2.065980008204536,-2.0136682260457346,-0.5361100695668296,-0.5225354594249115,2.6809102393268973,2.6130280759611866,-2.065980008204536,-2.0136682260457346,1.6085461435961383,1.5678168455767119,risk_off,risk_off,0.040729298019426485,True
2025-11-20 00:00:00+00:00,-1.6059347068872412,-1.5652715319220991,2.5200310898390876,2.4562224775186836,-0.7753153858260665,-0.7556839618012174,-1.6059347068872412,-1.5652715319220991,2.5200310898390876,2.4562224775186836,-0.7753153858260665,-0.7556839618012174,1.5120186539034526,1.4737334865112102,risk_off,risk_off,0.038285167392242414,True
2025-06-17 00:00:00+00:00,-1.0691249649888352,-1.0420541162647243,1.767999024616484,1.72323228947609,1.0956435544305405,1.0679012400249375,-1.0691249649888352,-1.0420541162647243,1.767999024616484,1.72323228947609,1.0956435544305405,1.0679012400249375,1.4990568365421066,1.461099869695629,risk_off,risk_off,0.03795696684647765,True
2025-08-05 00:00:00+00:00,-0.8999402335883022,-0.8771532379404506,1.0972420195628811,1.0694592311163478,2.005512820789752,1.9547321020114306,-0.8999402335883022,-0.8771532379404506,1.0972420195628811,1.0694592311163478,2.005512820789752,1.9547321020114306,1.4605503400536295,1.4235683794743808,risk_off,risk_off,0.03698196057924874,True
2025-09-16 00:00:00+00:00,-0.47944595118526345,-0.46730610856540683,1.331576457986416,1.2978601890386186,1.5415754705788662,1.50254190787339,-0.47944595118526345,-0.46730610856540683,1.331576457986416,1.2978601890386186,1.5415754705788662,1.50254190787339,1.415576063023396,1.3797328765725272,risk_off,risk_off,0.035843186450868814,True
2025-10-17 00:00:00+00:00,0.6690610746144674,0.6521200698384092,1.1433638808408004,1.11441326078382,1.8074584482510323,1.7616925781887849,0.6690610746144674,0.6521200698384092,1.1433638808408004,1.11441326078382,1.8074584482510323,1.7616925781887849,1.4090017078048933,1.3733249877458058,risk_off,risk_off,0.03567672005908751,True
2025-08-04 00:00:00+00:00,2.3723459619926293,2.312276820628009,0.8931523376939724,0.8705372154089575,2.050113435323764,1.9982034037629386,2.3723459619926293,2.312276820628009,0.8931523376939724,0.8705372154089575,2.050113435323764,1.9982034037629386,1.3559367767458892,1.32160369075055,risk_off,risk_off,0.03433308599533924,True
2025-09-08 00:00:00+00:00,0.2677381230514022,0.26095884236471667,-0.22401146561101248,-0.21833936861903228,3.175577211194932,3.095169800357585,0.2677381230514022,0.26095884236471667,-0.22401146561101248,-0.21833936861903228,3.175577211194932,3.095169800357585,1.2702308844779728,1.238067920143034,risk_off,risk_off,0.032162964334938815,True
2025-11-19 00:00:00+00:00,0.5101530236408636,0.4972356605809957,2.098856205925834,2.0457119798485666,-1.1980045001888884,-1.1676703487495697,0.5101530236408636,0.4972356605809957,2.098856205925834,2.0457119798485666,-1.1980045001888884,-1.1676703487495697,1.2593137235555005,1.2274271879091398,risk_off,risk_off,0.03188653564636068,True
2025-06-13 00:00:00+00:00,-1.506884915975742,-1.4687297377310273,1.530782223354389,1.492021951772579,0.801592983728681,0.781296196064498,-1.506884915975742,-1.4687297377310273,1.530782223354389,1.492021951772579,0.801592983728681,0.781296196064498,1.2391065275041058,1.2077316494893466,risk_off,risk_off,0.03137487801475913,True
2025-09-23 00:00:00+00:00,-1.6049312369532869,-1.5642934704143485,1.6120461229052738,1.5712282034309035,0.5288347914473868,0.5154443954617496,-1.6049312369532869,-1.5642934704143485,1.6120461229052738,1.5712282034309035,0.5288347914473868,0.5154443954617496,1.178761590322119,1.148914680243242,risk_off,risk_off,0.029846910078876965,True
2025-10-07 00:00:00+00:00,-1.4094219275386468,-1.3737345672783354,1.8918299923436297,1.8439277870720923,-0.5007851983005743,-0.48810503387581666,-1.4094219275386468,-1.3737345672783354,1.8918299923436297,1.8439277870720923,-0.5007851983005743,-0.48810503387581666,1.1350979954061777,1.1063566722432554,risk_off,risk_off,0.028741323162922328,True
2025-09-05 00:00:00+00:00,-0.664842768230382,-0.648008573357501,-0.13500133153657867,-0.13158302147626985,2.8221785893156084,2.7507194314376555,-0.664842768230382,-0.648008573357501,-0.13500133153657867,-0.13158302147626985,2.8221785893156084,2.7507194314376555,1.1288714357262435,1.1002877725750622,risk_off,risk_off,0.028583663151181327,True
2025-11-14 00:00:00+00:00,-0.09547168369577408,-0.09305428667353598,1.7276400491619046,1.6838952261038658,-1.5539551981458695,-1.5146081737373227,-0.09547168369577408,-0.09305428667353598,1.7276400491619046,1.6838952261038658,-1.5539551981458695,-1.5146081737373227,1.0365840294971427,1.0103371356623194,risk_off,risk_off,0.02624689383482326,True
2025-11-13 00:00:00+00:00,-2.1451068381709875,-2.0907915199295997,1.6920197961992633,1.6491768980901398,-1.2480498657248695,-1.216448537328554,-2.1451068381709875,-2.0907915199295997,1.6920197961992633,1.6491768980901398,-1.2480498657248695,-1.216448537328554,1.015211877719558,0.9895061388540838,risk_off,risk_off,0.025705738865474226,True
2025-09-02 00:00:00+00:00,-1.369259846453597,-1.3345894127987876,1.6690342155521318,1.6267733253438654,-2.178035915836787,-2.12288681472646,-1.369259846453597,-1.3345894127987876,1.6690342155521318,1.6267733253438654,-2.178035915836787,-2.12288681472646,1.001420529331279,0.9760639952063193,risk_off,risk_off,0.02535653412495975,True
2025-06-20 00:00:00+00:00,-0.8756512739867133,-0.8534792885318446,1.0763320050302299,1.0490786699766272,0.8827772861206651,0.8604248660086098,-0.8756512739867133,-0.8534792885318446,1.0763320050302299,1.0490786699766272,0.8827772861206651,0.8604248660086098,0.9989101174664039,0.9736171483894203,risk_off,risk_off,0.02529296907698364,True
