date,date,open,high,low,close,volume,session_date,ma20,ma50,ma20_slope,atr_pct,distance_to_high,volume_ratio,gap_pct,price_vs_vwap,symbol_trend_factor,symbol_trend_slope_factor,symbol_volatility_factor,symbol_liquidity_factor,symbol_position_factor,symbol_intraday_intent_factor,symbol_trend_strength,symbol_trend_slope,symbol_volatility_state,symbol_position_quality,symbol_intraday_intent,symbol_liquidity_quality,symbol_exhaustion_risk,symbol_failure_risk,symbol_reversal_pressure,symbol_state,rs_z_sector,rs_momentum_z_sector,breadth_frac_sector,breadth_momentum_sector,vol_ratio_z_sector,vol_trend_z_sector,sector_relative_strength_factor_sector,sector_breadth_factor_sector,sector_participation_factor_sector,sector_momentun_factor_sector,sector_support_score_sector,sector_breadth_health_sector,sector_momentum_sector,sector_state_sector,spy_trend_z_macro,vix_z_macro,hy_oas_z_macro,macro_trend_factor_macro,macro_volatility_factor_macro,macro_credit_risk_factor_macro,macro_trend_strength_macro,macro_risk_pressure_macro,macro_state_macro,action_signal
2025-09-29 18:00:00+00:00,2025-09-29 18:00:00+00:00,16.35,16.415,16.11,16.15,639435.0,2025-09-29,16.63669,16.701245,-0.053999999999998494,0.019429721362229115,0.08359133126934994,0.8436759564457985,-0.000305716906144849,1.1617253999718302,-1.0,-1.0,0.019429721362229115,0.8436759564457985,-0.08359133126934994,0.5807098415328427,-1.0,-1.0,0.019429721362229115,-0.08359133126934994,0.5807098415328427,0.8436759564457985,0.29035492076642133,0.011657832817337468,0.5,risk_rising,-0.12371173873891253,-1.598146784275584,1.0,0.0,0.17369226216442654,-1.7070050257151774,-0.12371173873891253,1.0,0.17369226216442654,-1.151360221424787,0.27288258306342905,1.0,-1.151360221424787,mixed,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.523016670204618,neutral,reduce
2025-09-29 18:30:00+00:00,2025-09-29 18:30:00+00:00,16.145,16.32,16.08,16.295,407383.0,2025-09-29,16.55969,16.670245,-0.07700000000000173,0.018735194845044507,0.07394906413010115,0.5327919397273911,-0.0003095975232197527,1.1805509106071819,-1.0,-1.0,0.018735194845044507,0.5327919397273911,-0.07394906413010115,0.5901206565419811,-1.0,-1.0,0.018735194845044507,-0.07394906413010115,0.5901206565419811,0.5327919397273911,0.29506032827099055,0.011241116907026704,0.5,risk_rising,-0.12371173873891253,-1.598146784275584,1.0,0.0,0.17369226216442654,-1.7070050257151774,-0.12371173873891253,1.0,0.17369226216442654,-1.151360221424787,0.27288258306342905,1.0,-1.151360221424787,mixed,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.523016670204618,neutral,reduce
2025-09-29 19:00:00+00:00,2025-09-29 19:00:00+00:00,16.295,16.58,16.2947,16.535,414372.0,2025-09-29,16.53119,16.663495,-0.02850000000000108,0.018383731478681595,0.05836105231327486,0.7918395270044315,0.0,1.2120493730142425,-1.0,-1.0,0.018383731478681595,0.7918395270044315,-0.05836105231327486,0.6060246865071213,-1.0,-1.0,0.018383731478681595,-0.05836105231327486,0.6060246865071213,0.7918395270044315,0.30301234325356063,0.011030238887208957,0.5,risk_rising,-0.12371173873891253,-1.598146784275584,1.0,0.0,0.17369226216442654,-1.7070050257151774,-0.12371173873891253,1.0,0.17369226216442654,-1.151360221424787,0.27288258306342905,1.0,-1.151360221424787,mixed,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.523016670204618,neutral,reduce
2025-09-29 19:30:00+00:00,2025-09-29 19:30:00+00:00,16.54,16.54,16.31,16.35,332105.0,2025-09-29,16.51619,16.641745,-0.014999999999997016,0.01857645259938839,0.07033639143730877,0.7113067585761399,0.00030238887208944694,1.1868148607792377,-1.0,-1.0,0.01857645259938839,0.7113067585761399,-0.07033639143730877,0.5935586248256636,-1.0,-1.0,0.01857645259938839,-0.07033639143730877,0.5935586248256636,0.7113067585761399,0.2967793124128318,0.011145871559633034,0.5,risk_rising,-0.12371173873891253,-1.598146784275584,1.0,0.0,0.17369226216442654,-1.7070050257151774,-0.12371173873891253,1.0,0.17369226216442654,-1.151360221424787,0.27288258306342905,1.0,-1.151360221424787,mixed,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.523016670204618,neutral,reduce
2025-09-29 20:00:00+00:00,2025-09-29 20:00:00+00:00,16.345,16.575,16.34,16.45,543848.0,2025-09-29,16.49119,16.62124,-0.02500000000000213,0.01866109422492403,0.0638297872340426,1.2428550142648334,-0.00030581039755367325,1.1993863268002332,-1.0,-1.0,0.01866109422492403,1.2428550142648334,-0.0638297872340426,0.5995402582013397,-1.0,-1.0,0.01866109422492403,-0.0638297872340426,0.5995402582013397,1.2428550142648334,0.29977012910066986,0.011196656534954419,0.5,risk_rising,-0.12371173873891253,-1.598146784275584,1.0,0.0,0.17369226216442654,-1.7070050257151774,-0.12371173873891253,1.0,0.17369226216442654,-1.151360221424787,0.27288258306342905,1.0,-1.151360221424787,mixed,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.5424258576730296,0.4939028890020004,0.31229059989473945,0.523016670204618,neutral,reduce
2025-09-30 13:30:00+00:00,2025-09-30 13:30:00+00:00,15.13,15.3738,14.84,14.99,1345466.0,2025-09-30,16.310200000000002,16.528489999999998,-0.18098999999999776,0.0254319546364243,0.16744496330887257,2.659614507254181,-0.08024316109422484,1.0026542035094932,-1.0,-1.0,0.0254319546364243,2.659614507254181,-0.16744496330887257,0.4612055212076342,-1.0,-1.0,0.0254319546364243,-0.16744496330887257,0.4612055212076342,2.659614507254181,0.2306027606038171,0.015259172781854579,0.5,risk_rising,-0.11687714042082481,-0.6972749912432653,0.6,-0.4,0.08507059924706223,-2.2519972911635975,-0.11687714042082481,0.6,0.08507059924706223,-1.0745091838463854,0.13857554963900004,0.6,-1.0745091838463854,mixed,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.6374481860503813,neutral,reduce
2025-09-30 14:00:00+00:00,2025-09-30 14:00:00+00:00,15.0,15.5,14.84,15.3835,4726933.0,2025-09-30,16.17236,16.461165,-0.13784000000000063,0.02624890304547081,0.11937465466246298,5.031471892971508,0.0006671114076050558,1.0496283492555647,-1.0,-1.0,0.02624890304547081,5.031471892971508,-0.11937465466246298,0.5251477303315849,-1.0,-1.0,0.02624890304547081,-0.11937465466246298,0.5251477303315849,5.031471892971508,0.26257386516579245,0.015749341827282486,0.5,risk_rising,-0.11687714042082481,-0.6972749912432653,0.6,-0.4,0.08507059924706223,-2.2519972911635975,-0.11687714042082481,0.6,0.08507059924706223,-1.0745091838463854,0.13857554963900004,0.6,-1.0745091838463854,mixed,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.6374481860503813,neutral,reduce
2025-09-30 14:30:00+00:00,2025-09-30 14:30:00+00:00,15.385,15.73,15.345,15.5838,2707638.0,2025-09-30,16.06073,16.408605,-0.11163000000000167,0.02615215801024141,0.08830965489803519,2.292143255080489,9.750706926252523e-05,1.0729652046894531,-1.0,-1.0,0.02615215801024141,2.292143255080489,-0.08830965489803519,0.5365313558793579,-1.0,-1.0,0.02615215801024141,-0.08830965489803519,0.5365313558793579,2.292143255080489,0.2682656779396789,0.015691294806144847,0.5,risk_rising,-0.11687714042082481,-0.6972749912432653,0.6,-0.4,0.08507059924706223,-2.2519972911635975,-0.11687714042082481,0.6,0.08507059924706223,-1.0745091838463854,0.13857554963900004,0.6,-1.0745091838463854,mixed,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.6374481860503813,neutral,reduce
2025-09-30 15:00:00+00:00,2025-09-30 15:00:00+00:00,15.59,16.035,15.475,16.0315,1725671.0,2025-09-30,16.01238,16.374285,-0.04834999999999923,0.02660699248354802,0.05791722546237093,1.2932188688877202,0.0003978490483707287,1.130253198489992,-1.0,-1.0,0.02660699248354802,1.2932188688877202,-0.05791722546237093,0.5653255237691813,-1.0,-1.0,0.02660699248354802,-0.05791722546237093,0.5653255237691813,1.2932188688877202,0.28266276188459066,0.015964195490128813,0.5,risk_rising,-0.11687714042082481,-0.6972749912432653,0.6,-0.4,0.08507059924706223,-2.2519972911635975,-0.11687714042082481,0.6,0.08507059924706223,-1.0745091838463854,0.13857554963900004,0.6,-1.0745091838463854,mixed,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.6374481860503813,neutral,reduce
2025-09-30 15:30:00+00:00,2025-09-30 15:30:00+00:00,16.03,16.17,15.9412,16.08,1237785.0,2025-09-30,15.98488,16.337785,-0.027499999999999858,0.0266893656716418,0.05472636815920415,0.8790689568283705,-9.356579234632172e-05,1.135031494478326,-1.0,-1.0,0.0266893656716418,0.8790689568283705,-0.05472636815920415,0.5674689643429898,-1.0,-1.0,0.0266893656716418,-0.05472636815920415,0.5674689643429898,0.8790689568283705,0.2837344821714949,0.01601361940298508,0.5,risk_rising,-0.11687714042082481,-0.6972749912432653,0.6,-0.4,0.08507059924706223,-2.2519972911635975,-0.11687714042082481,0.6,0.08507059924706223,-1.0745091838463854,0.13857554963900004,0.6,-1.0745091838463854,mixed,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.9392706056407855,0.18471455666477496,0.3886315487138821,0.6374481860503813,neutral,reduce
